"id","room_type","status","date_reservation","time_reservation","days_of_week","check_in_date","check_out_date","sales_price","d2_hotel_occupancy","average_competitor_price","average_competitor_room_availability","no_of_reservations","created_at","updated_at"
"145","Panorama Ocean Suite","Confirmed","2022-12-25","13:23:00","Saturday","2023-01-07","2023-01-11","158400.00","9.65","36734.04","49","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"146","Super Deluxe Twin","Confirmed","2023-01-06","14:52:00","Saturday","2023-01-07","2023-01-10","29700.00","10.09","10555.45","38","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"147","Panorama Ocean Suite","Confirmed","2022-12-31","17:30:00","Saturday","2023-01-07","2023-01-08","39600.00","10.53","36734.04","18","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"148","Junior Suite","Confirmed","2022-12-10","17:47:00","Saturday","2023-01-07","2023-01-08","23100.00","10.96","22949.23","31","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"149","Infinity Sea View","Confirmed","2023-01-01","16:51:00","Saturday","2023-01-07","2023-01-12","82500.00","11.40","13925.60","20","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"150","Junior Suite","Confirmed","2023-01-01","12:37:00","Saturday","2023-01-07","2023-01-11","92400.00","11.84","22949.23","16","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"151","Super Deluxe King","Confirmed","2022-12-19","15:02:00","Saturday","2023-01-07","2023-01-09","23100.00","12.28","11499.70","41","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"152","Infinity Sea View","Confirmed","2022-12-27","16:33:00","Saturday","2023-01-07","2023-01-08","16500.00","12.72","13925.60","46","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"153","Junior Suite","Confirmed","2022-12-13","12:58:00","Sunday","2023-01-08","2023-01-10","46200.00","0.44","22744.59","24","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"154","Panorama Ocean Suite","Confirmed","2023-01-05","09:15:00","Sunday","2023-01-08","2023-01-10","79200.00","0.88","33696.79","32","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"155","Super Deluxe Twin","Confirmed","2022-12-25","20:22:00","Sunday","2023-01-08","2023-01-11","29700.00","1.32","10478.09","37","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"156","Super Deluxe Twin","Confirmed","2022-12-25","19:51:00","Sunday","2023-01-08","2023-01-12","39600.00","1.75","10478.09","13","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"157","Junior Suite","Confirmed","2022-12-31","17:03:00","Sunday","2023-01-08","2023-01-12","92400.00","2.19","22744.59","28","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"158","Panorama Ocean Suite","Confirmed","2022-12-12","17:20:00","Sunday","2023-01-08","2023-01-13","198000.00","2.63","33696.79","50","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"159","Infinity Sea View","Confirmed","2023-01-03","16:01:00","Sunday","2023-01-08","2023-01-11","49500.00","3.07","14457.00","22","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"160","Super Deluxe King","Confirmed","2022-12-19","14:51:00","Sunday","2023-01-08","2023-01-13","57750.00","3.51","11614.62","49","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"161","Panorama Ocean Suite","Confirmed","2023-01-04","16:29:00","Sunday","2023-01-08","2023-01-09","39600.00","3.95","33696.79","35","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"162","Super Deluxe King","Confirmed","2022-12-30","12:25:00","Sunday","2023-01-08","2023-01-12","46200.00","4.39","11614.62","46","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"163","Panorama Ocean Suite","Confirmed","2022-12-24","20:50:00","Sunday","2023-01-08","2023-01-13","198000.00","4.82","33696.79","33","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"164","Infinity Sea View","Confirmed","2022-12-22","14:25:00","Sunday","2023-01-08","2023-01-09","16500.00","5.26","14457.00","27","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"165","Super Deluxe King","Confirmed","2022-12-18","18:17:00","Sunday","2023-01-08","2023-01-11","34650.00","5.70","11614.62","18","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"166","Super Deluxe Twin","Confirmed","2022-12-27","13:38:00","Sunday","2023-01-08","2023-01-10","19800.00","6.14","10478.09","20","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"167","Junior Suite","Confirmed","2022-12-17","12:38:00","Sunday","2023-01-08","2023-01-13","115500.00","6.58","22744.59","25","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"168","Super Deluxe Twin","Confirmed","2022-12-29","19:58:00","Sunday","2023-01-08","2023-01-10","19800.00","7.02","10478.09","34","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"169","Super Deluxe King","Confirmed","2022-12-29","16:56:00","Sunday","2023-01-08","2023-01-10","23100.00","7.46","11614.62","22","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"170","Infinity Sea View","Confirmed","2022-12-20","12:26:00","Sunday","2023-01-08","2023-01-10","33000.00","7.89","14457.00","24","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"171","Super Deluxe Twin","Confirmed","2022-12-21","16:37:00","Sunday","2023-01-08","2023-01-12","39600.00","8.33","10478.09","40","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"172","Panorama Ocean Suite","Confirmed","2022-12-26","17:05:00","Sunday","2023-01-08","2023-01-10","79200.00","8.77","33696.79","21","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"173","Junior Suite","Confirmed","2023-01-01","16:42:00","Sunday","2023-01-08","2023-01-12","92400.00","9.21","22744.59","26","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"174","Junior Suite","Confirmed","2022-12-17","13:07:00","Sunday","2023-01-08","2023-01-11","69300.00","9.65","22744.59","21","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"175","Panorama Ocean Suite","Confirmed","2022-12-11","13:52:00","Sunday","2023-01-08","2023-01-11","118800.00","10.09","33696.79","45","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"176","Junior Suite","Confirmed","2022-12-25","09:30:00","Sunday","2023-01-08","2023-01-10","46200.00","10.53","22744.59","49","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"177","Junior Suite","Confirmed","2022-12-13","20:14:00","Sunday","2023-01-08","2023-01-12","92400.00","10.96","22744.59","36","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"178","Junior Suite","Confirmed","2022-12-23","12:44:00","Monday","2023-01-09","2023-01-13","84000.00","0.44","21145.89","43","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"179","Super Deluxe King","Confirmed","2023-01-08","09:23:00","Monday","2023-01-09","2023-01-14","52500.00","0.88","9664.88","35","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"180","Super Deluxe King","Confirmed","2023-01-08","12:21:00","Monday","2023-01-09","2023-01-11","21000.00","1.32","9664.88","49","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"181","Junior Suite","Confirmed","2022-12-27","16:23:00","Monday","2023-01-09","2023-01-10","21000.00","1.75","21145.89","13","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"182","Super Deluxe Twin","Confirmed","2022-12-10","15:33:00","Monday","2023-01-09","2023-01-12","27000.00","2.19","9369.20","46","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"183","Super Deluxe Twin","Confirmed","2023-01-05","10:39:00","Monday","2023-01-09","2023-01-14","45000.00","2.63","9369.20","24","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"184","Super Deluxe King","Confirmed","2022-12-17","18:10:00","Monday","2023-01-09","2023-01-12","31500.00","3.07","9664.88","33","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"185","Panorama Ocean Suite","Confirmed","2022-12-14","14:08:00","Monday","2023-01-09","2023-01-11","72000.00","3.51","30369.59","47","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"186","Super Deluxe King","Confirmed","2022-12-26","14:31:00","Monday","2023-01-09","2023-01-10","10500.00","3.95","9664.88","25","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"187","Super Deluxe Twin","Confirmed","2022-12-12","09:01:00","Monday","2023-01-09","2023-01-12","27000.00","4.39","9369.20","35","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"188","Super Deluxe Twin","Confirmed","2022-12-14","20:20:00","Monday","2023-01-09","2023-01-12","27000.00","4.82","9369.20","19","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"189","Infinity Sea View","Confirmed","2022-12-22","11:58:00","Monday","2023-01-09","2023-01-14","75000.00","5.26","13551.42","41","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"190","Infinity Sea View","Confirmed","2023-01-01","19:55:00","Monday","2023-01-09","2023-01-12","45000.00","5.70","13551.42","46","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"191","Panorama Ocean Suite","Confirmed","2022-12-23","11:55:00","Monday","2023-01-09","2023-01-11","72000.00","6.14","30369.59","32","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"192","Panorama Ocean Suite","Confirmed","2023-01-03","17:00:00","Monday","2023-01-09","2023-01-11","72000.00","6.58","30369.59","43","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"193","Infinity Sea View","Confirmed","2023-01-05","15:33:00","Monday","2023-01-09","2023-01-13","60000.00","7.02","13551.42","46","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"194","Infinity Sea View","Confirmed","2023-01-04","11:52:00","Monday","2023-01-09","2023-01-12","45000.00","7.46","13551.42","22","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"195","Junior Suite","Confirmed","2022-12-10","08:08:00","Monday","2023-01-09","2023-01-10","21000.00","7.89","21145.89","19","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"196","Junior Suite","Confirmed","2022-12-26","20:22:00","Monday","2023-01-09","2023-01-14","105000.00","8.33","21145.89","20","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"197","Super Deluxe Twin","Confirmed","2023-01-06","10:03:00","Monday","2023-01-09","2023-01-14","45000.00","8.77","9369.20","33","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"198","Panorama Ocean Suite","Confirmed","2023-01-08","10:16:00","Tuesday","2023-01-10","2023-01-14","144000.00","0.44","32943.91","20","1","2025-02-28 07:37:20","2025-02-28 07:37:20"
"199","Panorama Ocean Suite","Confirmed","2023-01-03","10:27:00","Tuesday","2023-01-10","2023-01-15","180000.00","0.88","32943.91","46","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"200","Infinity Sea View","Confirmed","2022-12-15","08:39:00","Tuesday","2023-01-10","2023-01-14","60000.00","1.32","13213.54","50","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"201","Panorama Ocean Suite","Confirmed","2022-12-26","17:15:00","Tuesday","2023-01-10","2023-01-13","108000.00","1.75","32943.91","38","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"202","Super Deluxe King","Confirmed","2023-01-06","11:07:00","Tuesday","2023-01-10","2023-01-15","52500.00","2.19","9660.67","43","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"203","Junior Suite","Confirmed","2022-12-31","12:57:00","Tuesday","2023-01-10","2023-01-14","84000.00","2.63","20743.62","31","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"204","Infinity Sea View","Confirmed","2023-01-01","11:40:00","Tuesday","2023-01-10","2023-01-12","30000.00","3.07","13213.54","42","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"205","Infinity Sea View","Confirmed","2022-12-19","16:31:00","Tuesday","2023-01-10","2023-01-11","15000.00","3.51","13213.54","39","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"206","Infinity Sea View","Confirmed","2023-01-08","17:53:00","Tuesday","2023-01-10","2023-01-13","45000.00","3.95","13213.54","41","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"207","Junior Suite","Confirmed","2022-12-26","09:58:00","Tuesday","2023-01-10","2023-01-15","105000.00","4.39","20743.62","41","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"208","Junior Suite","Confirmed","2022-12-28","09:40:00","Tuesday","2023-01-10","2023-01-14","84000.00","4.82","20743.62","23","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"209","Panorama Ocean Suite","Confirmed","2023-01-03","16:19:00","Tuesday","2023-01-10","2023-01-11","36000.00","5.26","32943.91","30","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"210","Super Deluxe Twin","Confirmed","2022-12-18","13:13:00","Tuesday","2023-01-10","2023-01-12","18000.00","5.70","9586.18","14","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"211","Super Deluxe King","Confirmed","2022-12-18","20:17:00","Tuesday","2023-01-10","2023-01-15","52500.00","6.14","9660.67","14","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"212","Junior Suite","Confirmed","2023-01-06","14:00:00","Tuesday","2023-01-10","2023-01-15","105000.00","6.58","20743.62","16","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"213","Super Deluxe King","Confirmed","2022-12-23","11:21:00","Tuesday","2023-01-10","2023-01-11","10500.00","7.02","9660.67","10","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"214","Infinity Sea View","Confirmed","2022-12-11","20:22:00","Tuesday","2023-01-10","2023-01-14","60000.00","7.46","13213.54","40","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"215","Super Deluxe Twin","Confirmed","2022-12-23","11:00:00","Tuesday","2023-01-10","2023-01-15","45000.00","7.89","9586.18","27","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"216","Super Deluxe Twin","Confirmed","2023-01-02","19:15:00","Tuesday","2023-01-10","2023-01-13","27000.00","8.33","9586.18","11","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"217","Panorama Ocean Suite","Confirmed","2023-01-01","12:04:00","Tuesday","2023-01-10","2023-01-13","108000.00","8.77","32943.91","42","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"218","Panorama Ocean Suite","Confirmed","2023-01-01","17:17:00","Wednesday","2023-01-11","2023-01-16","180000.00","0.44","31782.77","42","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"219","Super Deluxe Twin","Confirmed","2022-12-24","10:52:00","Wednesday","2023-01-11","2023-01-12","9000.00","0.88","9527.61","24","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"220","Junior Suite","Confirmed","2023-01-08","09:29:00","Wednesday","2023-01-11","2023-01-13","42000.00","1.32","21315.65","33","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"221","Super Deluxe Twin","Confirmed","2022-12-24","09:31:00","Wednesday","2023-01-11","2023-01-13","18000.00","1.75","9527.61","45","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"222","Super Deluxe Twin","Confirmed","2022-12-31","12:06:00","Wednesday","2023-01-11","2023-01-15","36000.00","2.19","9527.61","21","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"223","Super Deluxe Twin","Confirmed","2023-01-03","09:06:00","Wednesday","2023-01-11","2023-01-14","27000.00","2.63","9527.61","48","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"224","Infinity Sea View","Confirmed","2023-01-10","09:58:00","Wednesday","2023-01-11","2023-01-13","30000.00","3.07","13385.09","44","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"225","Super Deluxe Twin","Confirmed","2023-01-03","14:36:00","Wednesday","2023-01-11","2023-01-12","9000.00","3.51","9527.61","43","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"226","Junior Suite","Confirmed","2023-01-04","19:49:00","Wednesday","2023-01-11","2023-01-14","63000.00","3.95","21315.65","41","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"227","Super Deluxe Twin","Confirmed","2022-12-22","11:05:00","Wednesday","2023-01-11","2023-01-12","9000.00","4.39","9527.61","14","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"228","Infinity Sea View","Confirmed","2022-12-22","08:45:00","Wednesday","2023-01-11","2023-01-14","45000.00","4.82","13385.09","16","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"229","Super Deluxe King","Confirmed","2022-12-19","08:29:00","Wednesday","2023-01-11","2023-01-13","21000.00","5.26","10035.65","30","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"230","Infinity Sea View","Confirmed","2023-01-01","16:57:00","Wednesday","2023-01-11","2023-01-12","15000.00","5.70","13385.09","10","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"231","Infinity Sea View","Confirmed","2022-12-31","15:29:00","Wednesday","2023-01-11","2023-01-14","45000.00","6.14","13385.09","33","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"232","Super Deluxe Twin","Confirmed","2022-12-31","18:26:00","Wednesday","2023-01-11","2023-01-12","9000.00","6.58","9527.61","20","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"233","Super Deluxe King","Confirmed","2022-12-31","18:08:00","Wednesday","2023-01-11","2023-01-14","31500.00","7.02","10035.65","43","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"234","Super Deluxe Twin","Confirmed","2022-12-24","15:02:00","Wednesday","2023-01-11","2023-01-14","27000.00","7.46","9527.61","15","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"235","Super Deluxe Twin","Confirmed","2022-12-19","16:19:00","Wednesday","2023-01-11","2023-01-15","36000.00","7.89","9527.61","43","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"236","Junior Suite","Confirmed","2023-01-08","12:47:00","Thursday","2023-01-12","2023-01-14","42000.00","0.44","20245.75","12","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"237","Super Deluxe King","Confirmed","2022-12-26","15:02:00","Thursday","2023-01-12","2023-01-15","31500.00","0.88","9852.76","14","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"238","Super Deluxe King","Confirmed","2022-12-17","16:15:00","Thursday","2023-01-12","2023-01-13","10500.00","1.32","9852.76","30","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"239","Infinity Sea View","Confirmed","2023-01-05","14:37:00","Thursday","2023-01-12","2023-01-17","75000.00","1.75","13223.36","23","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"240","Panorama Ocean Suite","Confirmed","2022-12-19","13:25:00","Thursday","2023-01-12","2023-01-15","108000.00","2.19","32693.58","12","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"241","Infinity Sea View","Confirmed","2022-12-18","11:25:00","Thursday","2023-01-12","2023-01-17","75000.00","2.63","13223.36","26","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"242","Junior Suite","Confirmed","2022-12-30","16:16:00","Thursday","2023-01-12","2023-01-15","63000.00","3.07","20245.75","39","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"243","Super Deluxe King","Confirmed","2022-12-29","11:36:00","Thursday","2023-01-12","2023-01-16","42000.00","3.51","9852.76","49","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"244","Infinity Sea View","Confirmed","2023-01-01","20:33:00","Thursday","2023-01-12","2023-01-16","60000.00","3.95","13223.36","23","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"245","Panorama Ocean Suite","Confirmed","2022-12-21","16:22:00","Thursday","2023-01-12","2023-01-14","72000.00","4.39","32693.58","32","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"246","Panorama Ocean Suite","Confirmed","2022-12-19","14:45:00","Thursday","2023-01-12","2023-01-13","36000.00","4.82","32693.58","36","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"247","Junior Suite","Confirmed","2022-12-22","18:54:00","Thursday","2023-01-12","2023-01-17","105000.00","5.26","20245.75","29","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"248","Junior Suite","Confirmed","2022-12-31","18:24:00","Thursday","2023-01-12","2023-01-15","63000.00","5.70","20245.75","14","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"249","Super Deluxe King","Confirmed","2023-01-08","16:20:00","Thursday","2023-01-12","2023-01-13","10500.00","6.14","9852.76","33","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
"250","Junior Suite","Confirmed","2022-12-22","08:48:00","Thursday","2023-01-12","2023-01-16","84000.00","6.58","20245.75","34","1","2025-02-28 07:37:21","2025-02-28 07:37:21"
